brand,tier,product_id,handle,title,product_type,bucket,category_basis,q_structured,q_body_only
Anastasia Beverly Hills,high_end,10281322774819,abh-pro-subscription-fee,ABH Pro - Subscription Fee,,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,9550506688803,blushed-lip-set,Blushed Lip Set,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9928429535523,velvet-lips-mini-lip-velvet-duo,Velvet Lips Mini Lip Velvet Duo,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9286938001699,blush-lip-kit,Blush & Lip Kit,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496733618467,makeup-wipes,Makeup Wipes,Accessories,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,10141777592611,sculpted-defined-brow-trio,Sculpted & Defined Brow Trio,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10098881495331,magic-touch-blush-trio-purple-palace,Magic Touch Blush Trio - Purple Palace,Face,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10084110074147,kiss-theory-lip-balm,Kiss Theory Lip Balm,Lips,lipstick,lipstick <- 'lip balm' in product_type|title,False,True
Anastasia Beverly Hills,high_end,10194611470627,never-ending-summer-4-piece-set,Never Ending Summer 4-Piece Set,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9900079055139,beachside-glow-set,Beachside Glow Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10182154420515,timeless-beauty-gift-set-new,Timeless Beauty Gift Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9949346365731,discovery-set,Discovery Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10173625729315,full-sculpted-brows-set,Full Sculpted Brows Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10173621469475,laminated-brows-set,Laminated Brows Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10173586669859,natural-feathered-brows-set,Natural Feathered Brows Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10160907190563,impeccable-foundation-face-brush,Impeccable Foundation & Face Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,10084110041379,archibrow-pencil,ArchiBrow Pencil,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,10098881528099,pro-eyebrow-palette,Pro Eyebrow Palette,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9796121592099,power-icons-anastasia-s-favorites,Power Icons: Anastasia’s Favorites,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10084109975843,soft-arch-brow-kit,Soft Arch Brow Kit,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10104909201699,cool-toned-kiss-edit,Cool-Toned Kiss Edit,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10104754307363,bold-romance-lip-edit,Bold Romance Lip Edit,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10104668651811,love-at-first-swipe-trio,Love at First Swipe Trio,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496769171747,lip-liner,Lip Liner,Lips,lip_liner,lip_liner <- 'lip liner' in product_type|title,False,True
Anastasia Beverly Hills,high_end,10084109943075,glidr-eyeshadow-stick,GLIDR Eyeshadow Stick,Eyes,eyeshadow_single,eyeshadow_single <- 'eyeshadow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9965513703715,haze-mini-eye-shadow-palette,Haze Mini Eyeshadow Palette,Eyes,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496735224099,placeholder,Placeholder,,unclassified,no §7 rule matched,False,False
Anastasia Beverly Hills,high_end,9928429469987,effortless-base-set,The Effortless Base Set,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496744988963,sharpener,Sharpener,Tools,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,9949534716195,hydra-prime-spf-50-intl,Hydra Prime SPF 50,Face,unclassified,no §7 rule matched,False,True
Anastasia Beverly Hills,high_end,10018954379555,abh-collectors-set,ABH Collector’s Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496747249955,loose-glitter-new,Loose Glitter,Body,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9994423206179,cosmic-collectors-vault,Cosmic Collectors Vault,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9994423271715,the-icons-vault,The Icons Vault,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10003619414307,glowing-blushed-set,Glowing & Blushed Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10003693666595,blurred-matte-set,Blurred & Matte Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,10003794002211,brush-best-sellers-set,Brush Best Sellers Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,10003820642595,perfect-eye-look-brush-set,Perfect Eye Look Brush Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,10003847741731,face-essentials-brush-set,Face Essentials Brush Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,9965513736483,gloss-icons,Gloss Icons,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9928429502755,high-shine-mini-lip-gloss-duo,High Shine Mini Lip Gloss Duo,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9928553759011,new-ultimate-brow-essentials-kit,Ultimate Brow Essentials Kit,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9928428749091,embers-mini-eyeshadow-palette,Embers Mini Eyeshadow Palette,Eyes,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9977173967139,mini-clear-brow-gel,Mini Clear Brow Gel,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9977173934371,clear-brow-gel,Clear Brow Gel,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9998577008931,anastasias-favorites-set,Anastasia's Favorites Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9990453854499,sculpt-like-a-pro-set,Sculpt Like A Pro Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9982271586595,soft-stunning-brow-set,Soft & Stunning Brow Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9948483191075,microstroke-brow-pen,MicroStroke Brow Pen,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9550482440483,sparkle-gloss-duo,Sparkle Gloss Duo,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9861832147235,glamour-seeker-gift-set,Glamour Seeker Gift Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9940953563427,lip-velvet-trio,Lip Velvet Trio,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9941008974115,lip-liner-trio,Lip Liner Trio,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9941014151459,velvet-kiss-lip-duo,Velvet Kiss Lip Duo,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9921297383715,long-wearing-brow-set,Long-Wearing Brow Set,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9726299799843,magic-touch-blush-trio,Magic Touch Blush Trio,Face,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9726330765603,ultimate-brow-essentials-kit,Ultimate Brow Essentials Kit,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9726317527331,smooth-blur-bronzer,Smooth Blur Bronzer,Face,bronzer,bronzer <- 'bronzer' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9726164140323,hydra-prime-spf-50,Hydra Prime SPF 50,Face,unclassified,no §7 rule matched,False,True
Anastasia Beverly Hills,high_end,9556647805219,spice-mini-eyeshadow-palette,Spice Mini Eyeshadow Palette,Eyes,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9892722966819,blushed-bronzed,Blushed & Bronzed Kit,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9893783306531,sculpted-defined,Sculpted & Defined Kit,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9883269890339,9999-test-product,9999 -  Test Product,,unclassified,no §7 rule matched,False,False
Anastasia Beverly Hills,high_end,9837947060515,smooth-conceal-duo,Contour & Conceal Duo,Virtual Bundle,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9688582455587,smooth-blur-contour-stick,Smooth Blur Contour Stick,Face,unclassified,no §7 rule matched,False,True
Anastasia Beverly Hills,high_end,9688597102883,perfectly-shaped-brow-duo,Perfectly Shaped Brow Duo,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9688206115107,mini-impeccable-blurring-matte-setting-spray,Mini Impeccable 24HR Blurring Matte Setting Spray,Face,setting_spray,setting_spray <- 'setting spray' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9688206049571,impeccable-blurring-matte-setting-spray,Impeccable 24HR Blurring Matte Setting Spray,Face,setting_spray,setting_spray <- 'setting spray' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9688553488675,impeccable-blurring-second-skin-matte-foundation,Impeccable Blurring Second-Skin Matte Foundation,Face,foundation,foundation <- 'foundation' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496743055651,norvina-false-eyelashes-queen,NORVINA® False Eyelashes - Queen,Norvina,unclassified,no §7 rule matched,False,False
Anastasia Beverly Hills,high_end,9556679491875,sugar-mini-eyeshadow-palette,Sugar Mini Eyeshadow Palette,Eyes,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9531596636451,mini-volumizing-tinted-brow-gel,Mini Volumizing Tinted Brow Gel,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,9613051986211,a19-pro-brush-blush-brush,A19 Pro Brush - Blush Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,9613047922979,a14-pro-brush-pencil-brush,A14 Pro Brush - Pencil Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,9613044121891,a13-pro-brush-medium-shader-brush-copy,A13 Pro Brush - Medium Shader Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,9613039993123,a10-pro-brush-diffuser-brush,A10 Pro Brush - Diffuser Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,9550509801763,blushed-lip-cheek-duo,Blushed Lip & Cheek Duo,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9550505312547,lifted-defined-brow-duo,Lifted & Defined Brow Duo,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9550510883107,mini-sultry-kit,Mini Sultry Kit,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9550491779363,lengthened-volumized-lash-duo,Lengthened & Volumized Lash Duo,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9550511833379,mini-modern-renaissance-kit,Mini Modern Renaissance Kit - Ebony,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9550496825635,sculpted-brow-lash-duo,Sculpted Brow & Lash Duo,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9550478573859,frozen-fuller-looking-brow-trio-kit,Frozen & Fuller Looking Brow Trio,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9522879430947,volumizing-tinted-brow-gel,Volumizing Tinted Brow Gel,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8986448396579,beauty-balm-serum-boosted-skin-tint,Beauty Balm Serum Boosted Skin Tint,Face,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8890043269411,mini-brow-freeze-gel,Mini Brow Freeze® Gel,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8754330927395,brow-freeze-gel,Brow Freeze® Gel,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496758030627,pro-brush-a27-small-firm-shader,A27 Pro Brush - Small Firm Shader Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,9336206590243,natural-polished-deluxe-brow-kit,Natural & Polished Deluxe Brow Kit - Ebony,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9280075628835,blurring-serum-blush,Blurring Serum Blush,Face,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9196397560099,abh-essentials-kit,ABH Essentials Kit,Kits-Sets,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,9212025766179,a23-large-tapered-blending-brush,A23 Pro Brush - Large Tapered Blending Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8890471842083,glow-seeker-highlighter-pearl,Glow Seeker Highlighter - Pearl,Face,highlighter,highlighter <- 'highlight' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8511905005859,brush-14,Brush 14 - Duo Brow/Eye Liner Angled Cut/Spooley,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8993639694627,ethereal-eye-gloss,Ethereal Eye Gloss,Eyes,lip_gloss,lip_gloss <- 'gloss' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8991560106275,space-dust-powder,Space Dust Powder,Eyes,pressed_powder,pressed_powder <- 'powder' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496757309731,pro-brush-a25-tapered-blending-brush,A25 Pro Brush - Tapered Blending Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8956032516387,mini-brow-definer,Mini Brow Definer,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8952448942371,mini-brow-wiz,Mini Brow Wiz®,Brow,brow,brow <- 'brow' in product_type|title,False,False
Anastasia Beverly Hills,high_end,8907271569699,mini-brow-freeze,Mini Brow Freeze®,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8881021026595,lip-velvet,Lip Velvet,Lips,liquid_lipstick,liquid_lipstick <- 'lip velvet' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8897186660643,giftcard,Anastasia Beverly Hills Gift Card,Gift Card,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8841204400419,gwp-threshold,GWP Threshold,,unclassified,no §7 rule matched,False,False
Anastasia Beverly Hills,high_end,8643141763363,glow-seeker-highlighter,Glow Seeker Highlighter,Face,highlighter,highlighter <- 'highlight' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8628876378403,mini-modern-renaissance-eyeshadow-palette,Mini Modern Renaissance Eyeshadow Palette,Eyes,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8639567102243,sultry-mini-eyeshadow-palette,Sultry Mini Eyeshadow Palette,Eyes,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8579120267555,fall-romance-eyeshadow-palette,Fall Romance Eyeshadow Palette,Eyes,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8510288429347,mini-lash-sculpt-lengthening-and-volumizing-mascara,Mini Lash Sculpt Lengthening & Volumizing Mascara,Eyes,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8510288265507,mini-brow-genius,Mini Brow Genius®,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8510288363811,lash-sculpt-lengthening-and-volumizing-mascara,Lash Sculpt Lengthening & Volumizing Mascara,Eyes,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8510288462115,liquid-lipstick,Liquid Lipstick - Veronica,Lips,liquid_lipstick,liquid_lipstick <- 'liquid lip' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8510041129251,brow-genius-conditioning-brow-serum,Brow Genius® Conditioning Brow Serum,Brow,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8508169716003,contour-highlight-sticks,Contour & Highlight Stick - Shadow,Face,highlighter,highlighter <- 'highlight' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496769499427,cosmos-eyeshadow-palette,Cosmos Eyeshadow Palette,Eyes,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8510104699171,lip-gloss,Lip Gloss,Lips,lip_gloss,lip_gloss <- 'lip gloss' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496770416931,luminous-foundation,Luminous Foundation,Face,foundation,foundation <- 'foundation' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496770187555,matte-satin-lipstick,Matte & Satin Lipstick,Lips,lipstick,lipstick <- 'lipstick' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496770023715,magic-touch-concealer,Magic Touch Concealer,Face,concealer,concealer <- 'concealer' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496768909603,stick-highlighter,Stick Highlighter,Face,highlighter,highlighter <- 'highlight' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496768942371,stick-blush,Stick Blush,Face,cream_blush,cream_blush <- 'stick blush' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496768024867,cream-bronzer,Cream Bronzer,Face,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496768057635,brow-pen,Brow Pen,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496768680227,tinted-brow-gel,Tinted Brow Gel,Brow,brow,brow <- 'brow' in product_type|title,False,False
Anastasia Beverly Hills,high_end,8496761340195,brow-primer,Brow Primer,Brow,primer,primer <- 'primer' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496760881443,shimmer-body-oil,Shimmer Body Oil,Body,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496761471267,dewy-set-setting-spray,Dewy Set Setting Spray,Face,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496761110819,hydrating-oil,Hydrating Oil,Face,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8510104633635,brow-freeze,Brow Freeze®,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496758587683,lip-primer,Lip Primer,Lips,primer,primer <- 'primer' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8768098042147,pro-brush-a30-domed-kabuki-brush-1,A30 Pro Brush - Domed Kabuki Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496757571875,pro-brush-a26-crease-blending-brush-1,A26 Pro Brush - Crease Blending Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496756621603,pro-brush-a18-angle-chiseler-brush-1,A18 Pro Brush - Angled Chiseler Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8768098795811,pro-brush-a6-buff-and-blend-brush-1,A6 Pro Brush - Buff and Blend Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496756261155,pro-brush-a3-firm-shader-brush-1,A3 Pro Brush - Firm Shader Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496755769635,pro-brush-a1-flat-definer-brush-1,A1 Pro Brush - Flat Definer Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496755704099,brush-12,Brush 12 - Dual-Ended Firm Angled Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8511904809251,brush-20,Brush 20 - Dual-Ended Flat Detail Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496756064547,brush-3,Brush 3 - Liner Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496756916515,brow-freeze-dual-ended-applicator,Brow Freeze® Dual-Ended Applicator,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496756195619,brush-7-b,Brush 7B - Dual-Ended Angled Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496756293923,brush-18,Brush 18 - Precise Conceal Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496755507491,angled-cut-brush-small-15,Brush 15 - Mini Angled Brush,Brush,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496755409187,mini-loose-setting-powder,Mini Loose Setting Powder,Face,setting_powder,setting_powder <- 'setting powder' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496755474723,liquid-liner,Liquid Liner,Eyes,out_of_scope,out of scope <- 'liner' (not a §7 category),False,True
Anastasia Beverly Hills,high_end,8496755081507,waterproof-gel-liner-darkside,Darkside Waterproof Gel Liner,Eyes,out_of_scope,out of scope <- 'liner' (not a §7 category),False,False
Anastasia Beverly Hills,high_end,8510082908451,mini-lash-brag-volumizing-mascara,Mini Lash Brag® Volumizing Mascara,Eyes,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496749805859,waterproof-creme-color,Waterproof Crème Color,Eyes,unclassified,no §7 rule matched,False,True
Anastasia Beverly Hills,high_end,8496747905315,pro-pencil,Pro Pencil,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496748626211,perfect-brow-pencil,Perfect Brow Pencil,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496747970851,loose-setting-powder,Loose Setting Powder,Face,setting_powder,setting_powder <- 'setting powder' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8509925589283,dipbrow-pomade,DIPBROW® Pomade,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496749773091,brow-powder-duo,Brow Powder Duo,Brow,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8509925163299,highlighting-duo-pencil,Highlighting Duo Pencil,Brow,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496749084963,brow-definer,Brow Definer,Brow,brow,brow <- 'brow' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496747807011,blush-trios,Blush Trio,Face,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496747086115,mini-dewy-set-setting-spray,Mini Dewy Set Setting Spray,Face,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496747184419,face-palette,Face Palette - Off to Costa Rica,Face,unclassified,no §7 rule matched,False,True
Anastasia Beverly Hills,high_end,8496745906467,sugar-glow-kit,Sugar Glow Kit®,Face,excluded,excluded by the set/kit/tool/non-makeup word list,False,True
Anastasia Beverly Hills,high_end,8496745152803,stencils,Eyebrow Stencils,Tools,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496745513251,soft-glam-palette,Soft Glam Eyeshadow Palette,Eyes,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,False,True
Anastasia Beverly Hills,high_end,8496745021731,scissors,Scissors,Tools,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496744169763,precision-tweezers,Precision Tweezers,Tools,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496742531363,norvina-false-lashes-so-hollywood,NORVINA® False Eyelashes - So Hollywood,Norvina,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496742433059,norvina-false-lashes-gorgina,NORVINA® False Eyelashes - Gorgina,Norvina,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496742596899,norvina-false-lashes-dreamy,NORVINA® False Eyelashes - Dreamy,Norvina,excluded,excluded by the set/kit/tool/non-makeup word list,False,False
Anastasia Beverly Hills,high_end,8496742727971,norvina-false-eyelashes-so-cute,NORVINA® False Eyelashes - So Cute,Norvina,unclassified,no §7 rule matched,False,False
Anastasia Beverly Hills,high_end,8496742203683,norvina-false-eyelashes-oh-my,NORVINA® False Eyelashes - Oh-My,Norvina,unclassified,no §7 rule matched,False,False
