list_rank,brand_rank,brand,product_id,handle,title,product_type,category_guess,category_basis,storefront_url,image_count,image_urls,catalogue_file,catalogue_collected_at
30,30,ColourPop,7576521834578,dnd-hyper-shine-glossy-lipstick,DND,Hyper Shine Glossy Lipstick,lipstick,lipstick <- 'lipstick' in product_type|title,https://colourpop.com/products/dnd-hyper-shine-glossy-lipstick,9,https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_DND_ECOM.jpg?v=1780334333|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_DND_MacroLip_Grid_Swatch.jpg?v=1780334334|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_GroupSwatch.jpg?v=1780334122|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_Macro_Lip_Product_Grid.jpg?v=1780334122|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_FullFace_Model.jpg?v=1780334122|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_Infographic.jpg?v=1780334122|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_LippiePencil_Lipstick.jpg?v=1780334122|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_Infographic2.jpg?v=1780334122,shopify_colourpop.json,2026-08-21T20:14:37.975476+00:00
31,31,ColourPop,7524272570450,silver-lining-shadow-palette,Silver Lining,Shadow Palette,eyeshadow_palette,eyeshadow_palette <- 'shadow palette' in product_type|title,https://colourpop.com/products/silver-lining-shadow-palette,8,https://cdn.shopify.com/s/files/1/1338/0845/files/SilverLining_EyePalette_ProductStylized.jpg?v=1772835358|https://cdn.shopify.com/s/files/1/1338/0845/files/SilverLining_FullCollection_ModelFullFace_DeepModel.jpg?v=1772835358|https://cdn.shopify.com/s/files/1/1338/0845/files/SilverLining_EyePalette_EyeMacro_FairModel.jpg?v=1772835358|https://cdn.shopify.com/s/files/1/1338/0845/files/SilverLining_EyePalette_EyeMacro_MediumModel.jpg?v=1772835358|https://cdn.shopify.com/s/files/1/1338/0845/files/SilverLining_EyePalette_EyeMacro_DeepModel.jpg?v=1772835358|https://cdn.shopify.com/s/files/1/1338/0845/files/SilverLining_EyePalette_ArmSwatches.jpg?v=1772835358|https://cdn.shopify.com/s/files/1/1338/0845/files/SilverLining_EyePalette_ModelFullFace_FairModel.jpg?v=1772835358|https://cdn.shopify.com/s/files/1/1338/0845/files/SilverLining_EyePalette_ECOM.jpg?v=1772835358,shopify_colourpop.json,2026-08-21T20:14:37.975476+00:00
32,32,ColourPop,7569523605586,made-for-me-so-juicy-plumping-gloss-balm,Made For Me,So Juicy Plumping Gloss Balm with Peptides,lip_gloss,lip_gloss <- 'plumping' in product_type|title,https://colourpop.com/products/made-for-me-so-juicy-plumping-gloss-balm,6,https://cdn.shopify.com/s/files/1/1338/0845/files/SoJuicyGlossyBalmStick_MadeforMe_ECOM.jpg?v=1779905112|https://cdn.shopify.com/s/files/1/1338/0845/files/SoJuicyGlossyBalmStick_MadeforMe_Macro_Lip_Grid_Swatch.jpg?v=1779905113|https://cdn.shopify.com/s/files/1/1338/0845/files/SoJuicyPlumpingGlossBalmStick_DinnerDate_ArmSwatch.jpg?v=1779999726|https://cdn.shopify.com/s/files/1/1338/0845/files/SoJuicyPlumpingGlossBalmStick_DinnerDate_Swatch_ShadeName.jpg?v=1779999726|https://cdn.shopify.com/s/files/1/1338/0845/files/SoJuicyGlossyBalmStick_MadeforMe_Infographic.jpg?v=1779905113|https://cdn.shopify.com/s/files/1/1338/0845/files/SoJuicyGlossyBalmStick_MadeforMe_Swatch.jpg?v=1786239067,shopify_colourpop.json,2026-08-21T20:14:37.975476+00:00
33,33,ColourPop,7494883147858,so-dreamy-cloud-whip-liquid-lipstick,So Dreamy,Cloud Whip Blurring Liquid Lipstick,liquid_lipstick,liquid_lipstick <- 'liquid lip' in product_type|title,https://colourpop.com/products/so-dreamy-cloud-whip-liquid-lipstick,8,https://cdn.shopify.com/s/files/1/1338/0845/files/CloudWhipBlurringLiquidLipstick_SoDreamy_ECOM_54be6f08-82b6-421e-b94c-796a0d8bfa93.jpg?v=1786233819|https://cdn.shopify.com/s/files/1/1338/0845/files/CloudWhipBlurringLiquidLipstick_SoDreamy_Model_LipMacro_e421f5e1-6aee-4e11-a8f2-2fe9a346c1a7.jpg?v=1778614208|https://cdn.shopify.com/s/files/1/1338/0845/files/CloudWhipBlurringLiquidLipstick_SoDreamy_Infographic_ColourMeetsComfort.jpg?v=1778614208|https://cdn.shopify.com/s/files/1/1338/0845/files/CloudWhipBlurringLiquidLipstick_SoDreamy_Macro_Lip_ModelWears.jpg?v=1778614208|https://cdn.shopify.com/s/files/1/1338/0845/files/CloudWhipBlurringLiquidLipstick_SoDreamy_ArmSwatch.jpg?v=1778614211|https://cdn.shopify.com/s/files/1/1338/0845/files/CloudWhipBlurringLiquidLipstick_SoDreamy_Infographic.jpg?v=1778614208|https://cdn.shopify.com/s/files/1/1338/0845/files/CloudWhipBlurringLiquidLipstick_SoDreamy_FullFace_Model.jpg?v=1778614208|https://cdn.shopify.com/s/files/1/1338/0845/files/CloudWhipBlurringLiquidLipstick_SoDreamy_Product_Stylized.jpg?v=1778614208,shopify_colourpop.json,2026-08-21T20:14:37.975476+00:00
34,34,ColourPop,7593244262482,jolteon-shadow-stix,Jolteon,Shadow Stix,eyeshadow_single,eyeshadow_single <- 'shadow stix' in product_type|title,https://colourpop.com/products/jolteon-shadow-stix,6,https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_ShadowStix_Jolteon_Product_Stylized.jpg?v=1783966471|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_ShadowStix_Jolteon_ECOM.jpg?v=1783966471|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_ShadowStix_Jolteon_Swatch.jpg?v=1783966471|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_ShadowStix_Jolteon_Macro_Eye_Fair.jpg?v=1783966471|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_ShadowStix_Jolteon_Macro_Eye_Medium_d3ec5cc2-7c7d-4e22-9034-ea20b48f0521.jpg?v=1783966472|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_ShadowStix_Jolteon_Macro_Eye_Deep.jpg?v=1783966471,shopify_colourpop.json,2026-08-21T20:14:37.975476+00:00
35,35,ColourPop,7554672361554,going-places,Going Places,Blush Stix,cream_blush,cream_blush <- 'blush stix' in product_type|title,https://colourpop.com/products/going-places,7,https://cdn.shopify.com/s/files/1/1338/0845/files/BlushStix_GoingPlaces_ECOM_4d803a36-d5e5-4566-8188-3761826d618c.jpg?v=1786233513|https://cdn.shopify.com/s/files/1/1338/0845/files/BlushStix_GoingPlaces_Swatch_9203410c-4928-48cd-8952-792e24775d86.jpg?v=1778556222|https://cdn.shopify.com/s/files/1/1338/0845/files/BlushStix_GoingPlaces_Macro_Face_Grid_87aa68ec-6802-486c-80d6-d169b34a47b7.jpg?v=1778556221|https://cdn.shopify.com/s/files/1/1338/0845/files/BlushStix_GoingPlaces_Swatch_Schematic_23362511-4cbf-41f8-93e6-c1304b480e43.jpg?v=1778556221|https://cdn.shopify.com/s/files/1/1338/0845/files/BlushStix_GoingPlaces_Model_FullFace_Deep_c0712000-635e-4e5c-afa1-570d21bc7009.jpg?v=1778556221|https://cdn.shopify.com/s/files/1/1338/0845/files/BlushStix_GoingPlaces_Infographic_263c4cbc-bff3-4313-b39c-1e8ae53c50cf.jpg?v=1778556221|https://cdn.shopify.com/s/files/1/1338/0845/files/BlushStix_GoingPlaces_Product_Stylized_81c0ecac-1086-4aa7-a80d-aefc9ed29509.jpg?v=1778556221,shopify_colourpop.json,2026-08-21T20:14:37.975476+00:00
36,36,ColourPop,7569851613266,pink-aura-super-shock-highlighter,Pink Aura,Super Shock Highlighter,highlighter,highlighter <- 'highlight' in product_type|title,https://colourpop.com/products/pink-aura-super-shock-highlighter,7,https://cdn.shopify.com/s/files/1/1338/0845/files/PinkDreams_SuperShockHighlighter_PinkAura_ProductStylized_Pillow.jpg?v=1776788236|https://cdn.shopify.com/s/files/1/1338/0845/files/PinkDreams_SuperShockHighlighter_PinkAura_Swatch.jpg?v=1786280929|https://cdn.shopify.com/s/files/1/1338/0845/files/PinkDreams_SuperShockHighlighter_PinkAura_Model_FullFace.jpg?v=1776788236|https://cdn.shopify.com/s/files/1/1338/0845/files/PinkDreams_SuperShockHighlighter_PinkAura_Infographic.jpg?v=1776788236|https://cdn.shopify.com/s/files/1/1338/0845/files/PinkDreams_SuperShockHighlighter_PinkAura_Model_FullFace_Grid.jpg?v=1776788236|https://cdn.shopify.com/s/files/1/1338/0845/files/PinkDreams_SuperShockHighlighter_PinkAura_ProductStylized.jpg?v=1786281023|https://cdn.shopify.com/s/files/1/1338/0845/files/PinkDreams_SuperShockHighlighter_PinkAura_ECOM.jpg?v=1786280998,shopify_colourpop.json,2026-08-21T20:14:37.975476+00:00
37,37,ColourPop,7141962439,black-n-brown-pencil,Black N' Brown Pencil,Brow Pencil,brow,brow <- 'brow' in product_type|title,https://colourpop.com/products/black-n-brown-pencil,7,https://cdn.shopify.com/s/files/1/1338/0845/products/7141962439-Black-N_-Brown-Pencil-BrowPencil-BlackNBrown-1.jpg?v=1668557059|https://cdn.shopify.com/s/files/1/1338/0845/files/Precision_Brow_Black_N_Brown.png?v=1725576566|https://cdn.shopify.com/s/files/1/1338/0845/files/Black-N-Brown-spoolie-macro-copy_cf23146c-4416-4fe5-a7f7-461e15af20fd.jpg?v=1717614493|https://cdn.shopify.com/s/files/1/1338/0845/files/CP_Brow_WhichBrowAreYou_Infographic.jpg?v=1717614493|https://cdn.shopify.com/s/files/1/1338/0845/files/1499430158418-Champagne-Blonde-Pencil-BrowPencil-ChampagneBlonde-3_3e83b5a7-29db-487b-b99c-a0e7a45905a3.jpg?v=1725315229|https://cdn.shopify.com/s/files/1/1338/0845/files/FF0F13EC-691D-45E9-B81A-AA3E73240735_dcb7e789-e025-4599-bbd1-2004cb7e2f2a.jpg?v=1725315229|https://cdn.shopify.com/s/files/1/1338/0845/files/BrowPencil-ModelB_A_a40a3128-0f48-4f5e-a880-75e2f4d60042.jpg?v=1725315229,shopify_colourpop.json,2026-08-21T20:14:37.975476+00:00
38,38,ColourPop,7556523524178,surfrider-beach-liquid-bronzer,Surfrider Beach,Liquid Bronzer,bronzer,bronzer <- 'bronzer' in product_type|title,https://colourpop.com/products/surfrider-beach-liquid-bronzer,9,https://cdn.shopify.com/s/files/1/1338/0845/files/LiquidBronzer_SurfriderBeach_ECOM.jpg?v=1786233234|https://cdn.shopify.com/s/files/1/1338/0845/files/Liquid_Bronzer_Surfrider_Beach_Swatch.jpg?v=1786233262|https://cdn.shopify.com/s/files/1/1338/0845/files/LiquidBronzer_SurfriderBeach_Model_Full_Face.jpg?v=1776360403|https://cdn.shopify.com/s/files/1/1338/0845/files/LiquidBronzer_SurfriderBeach_BeforeandAfter.jpg?v=1776360403|https://cdn.shopify.com/s/files/1/1338/0845/files/LiquidBronzer_SurfriderBeach_ArmSwatch.png?v=1776360403|https://cdn.shopify.com/s/files/1/1338/0845/files/LiquidBronzer_SurfriderBeach_Infographic.jpg?v=1776360403|https://cdn.shopify.com/s/files/1/1338/0845/files/LiquidBronzer_SurfriderBeach_Model_Face_Grid.jpg?v=1776360403|https://cdn.shopify.com/s/files/1/1338/0845/files/LiquidBronzer_SurfriderBeach_FindYourShade.jpg?v=1776360403,shopify_colourpop.json,2026-08-21T20:14:37.975476+00:00
39,39,ColourPop,7576521179218,airport-crush-hyper-shine-glossy-lipstick,Airport Crush,Hyper Shine Glossy Lipstick,lipstick,lipstick <- 'lipstick' in product_type|title,https://colourpop.com/products/airport-crush-hyper-shine-glossy-lipstick,9,https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_AirportCrush_ECOM.jpg?v=1780334125|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_AirportCrush_MacroLip_Grid_Swatch.jpg?v=1780334126|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_GroupSwatch.jpg?v=1780334122|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_Macro_Lip_Product_Grid.jpg?v=1780334122|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_FullFace_Model.jpg?v=1780334122|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_Infographic.jpg?v=1780334122|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_LippiePencil_Lipstick.jpg?v=1780334122|https://cdn.shopify.com/s/files/1/1338/0845/files/HyperShineGlossyLipstick_ALittleZhuzh_Infographic2.jpg?v=1780334122,shopify_colourpop.json,2026-08-21T20:14:37.975476+00:00
40,40,ColourPop,7593200615506,eeveelution-shadow-palette,Eeveelution,Shadow Palette,eyeshadow_palette,eyeshadow_palette <- 'shadow palette' in product_type|title,https://colourpop.com/products/eeveelution-shadow-palette,8,https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_EyeshadowPalette_Eeveelution_Product_Stylized.jpg?v=1783964079|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_EyeshadowPalette_Eeveelution_ECOM.jpg?v=1783964079|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_EyeshadowPalette_Eeveelution_Macro_Eye_Deep.jpg?v=1783964079|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_EyeshadowPalette_Eeveelution_Macro_Eye_Fair.jpg?v=1783964079|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_EyeshadowPalette_Eeveelution_Macro_Eye_Medium_4042cf44-d1af-4e9a-83f7-efcda232f6e3.jpg?v=1783964079|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_EyeshadowPalette_Eeveelution_ArmSwatch.jpg?v=1783964079|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_EyeshadowPalette_Eeveelution_Model_FullFace_Deep.jpg?v=1783964079|https://cdn.shopify.com/s/files/1/1338/0845/files/ColourpopxPokemon_Eevee_EyeshadowPalette_Eeveelution_Model_FullFace_Fair.jpg?v=1783964079,shopify_colourpop.json,2026-08-21T20:14:37.975476+00:00
